Episode,ta41,ta42,ta43,ta44,ta45,,sum
730,2254,2170,2119,2249,,,8792
731,2254,2170,2119,2246,,,8789
732,2254,2170,2119,2246,,,8789
733,2254,2170,2119,2246,,,8789
734,2254,2170,2119,2246,,,8789
735,2254,2170,2119,2246,,,8789
736,2254,2170,2119,2246,,,8789
737,2254,2170,2119,2246,,,8789
738,2254,2170,2119,2246,,,8789
739,2254,2170,2119,2246,,,8789
740,2254,2170,2119,2246,,,8789
741,2254,2170,2119,2246,,,8789
742,2254,2170,2119,2246,,,8789
743,2254,2170,2119,2246,,,8789
744,2254,2170,2119,2246,,,8789
745,2254,2170,2119,2246,,,8789
746,2254,2170,2119,2246,,,8789
747,2254,2170,2119,2246,,,8789
748,2254,2170,2119,2246,,,8789
749,2254,2170,2119,2246,,,8789
750,2254,2170,2119,2246,,,8789
751,2254,2170,2119,2246,,,8789
752,2254,2170,2119,2246,,,8789
753,2254,2170,2119,2246,,,8789
754,2254,2170,2119,2246,,,8789
755,2254,2170,2119,2246,,,8789
756,2254,2170,2119,2246,,,8789
757,2254,2170,2119,2246,,,8789
758,2254,2170,2119,2246,,,8789
759,2254,2170,2119,2246,,,8789
760,2254,2170,2119,2246,,,8789
761,2254,2170,2119,2246,,,8789
762,2254,2170,2119,2246,,,8789
763,2254,2170,2119,2246,,,8789
764,2254,2170,2119,2246,,,8789
765,2254,2170,2119,2246,,,8789
766,2254,2170,2119,2246,,,8789
767,2254,2170,2119,2246,,,8789
768,2254,2170,2119,2246,,,8789
769,2254,2170,2119,2246,,,8789
770,2254,2170,2119,2246,,,8789
771,2254,2170,2119,2246,,,8789
772,2254,2170,2119,2246,,,8789
773,2254,2170,2119,2246,,,8789
774,2254,2170,2119,2246,,,8789
775,2254,2170,2119,2246,,,8789
776,2254,2170,2119,2246,,,8789
777,2254,2170,2119,2246,,,8789
778,2254,2170,2119,2246,,,8789
779,2254,2170,2119,2246,,,8789
780,2254,2170,2119,2246,,,8789
781,2254,2170,2119,2246,,,8789
782,2254,2170,2119,2246,,,8789
783,2254,2170,2119,2246,,,8789
784,2254,2170,2119,2246,,,8789
785,2254,2170,2119,2246,,,8789
786,2254,2170,2119,2246,,,8789
787,2254,2170,2119,2246,,,8789
788,2254,2170,2119,2246,,,8789
789,2254,2170,2119,2246,,,8789
790,2254,2170,2119,2246,,,8789
791,2254,2170,2119,2246,,,8789
792,2254,2170,2119,2246,,,8789
793,2254,2170,2119,2246,,,8789
794,2254,2170,2119,2246,,,8789
795,2254,2170,2119,2246,,,8789
796,2254,2170,2119,2246,,,8789
797,2254,2170,2119,2246,,,8789
798,2254,2170,2119,2246,,,8789
799,2254,2170,2119,2246,,,8789
800,2254,2170,2119,2246,,,8789
801,2254,2170,2119,2246,,,8789
802,2254,2170,2119,2246,,,8789
803,2254,2170,2119,2246,,,8789
804,2254,2170,2119,2246,,,8789
805,2254,2170,2119,2246,,,8789
806,2254,2170,2119,2246,,,8789
807,2254,2170,2119,2246,,,8789
808,2254,2170,2119,2246,,,8789
809,2254,2170,2119,2246,,,8789
810,2254,2170,2119,2246,,,8789
811,2254,2170,2119,2246,,,8789
812,2254,2170,2119,2246,,,8789
813,2254,2170,2119,2246,,,8789
814,2254,2170,2119,2246,,,8789
815,2254,2170,2119,2246,,,8789
816,2254,2170,2119,2246,,,8789
817,2254,2170,2119,2246,,,8789
818,2254,2170,2119,2246,,,8789
819,2254,2170,2119,2246,,,8789
820,2254,2170,2119,2246,,,8789
821,2254,2170,2119,2246,,,8789
822,2254,2170,2119,2246,,,8789
823,2254,2170,2119,2246,,,8789
824,2254,2170,2119,2246,,,8789
825,2254,2170,2119,2246,,,8789
826,2254,2170,2119,2246,,,8789
827,2254,2170,2119,2246,,,8789
828,2254,2170,2119,2246,,,8789
829,2254,2170,2119,2246,,,8789
830,2254,2170,2119,2246,,,8789
831,2254,2170,2119,2246,,,8789
832,2254,2170,2119,2246,,,8789
833,2254,2170,2119,2246,,,8789
834,2254,2170,2119,2246,,,8789
835,2254,2170,2119,2246,,,8789
836,2254,2170,2119,2246,,,8789
837,2254,2170,2119,2246,,,8789
838,2254,2170,2119,2246,,,8789
839,2254,2170,2119,2246,,,8789
840,2254,2170,2119,2246,,,8789
841,2254,2170,2119,2246,,,8789
842,2254,2170,2119,2246,,,8789
843,2254,2170,2119,2246,,,8789
844,2254,2170,2119,2246,,,8789
845,2254,2170,2119,2246,,,8789
846,2254,2170,2119,2246,,,8789
847,2254,2170,2119,2246,,,8789
848,2254,2170,2119,2246,,,8789
849,2254,2170,2119,2246,,,8789
850,2254,2170,2119,2246,,,8789
851,2254,2170,2119,2246,,,8789
852,2254,2170,2119,2246,,,8789
853,2254,2170,2119,2246,,,8789
854,2254,2170,2119,2246,,,8789
855,2254,2170,2119,2246,,,8789
856,2254,2170,2119,2246,,,8789
857,2254,2170,2119,2246,,,8789
858,2254,2170,2119,2246,,,8789
859,2254,2170,2119,2246,,,8789
860,2254,2170,2119,2246,,,8789
861,2254,2170,2119,2246,,,8789
862,2254,2170,2119,2246,,,8789
863,2254,2170,2119,2246,,,8789
864,2254,2170,2119,2246,,,8789
865,2254,2170,2119,2246,,,8789
866,2254,2170,2119,2246,,,8789
867,2254,2170,2119,2246,,,8789
868,2254,2170,2119,2246,,,8789
869,2254,2170,2119,2246,,,8789
870,2254,2170,2119,2246,,,8789
871,2254,2170,2119,2246,,,8789
872,2254,2170,2119,2246,,,8789
873,2254,2170,2119,2246,,,8789
874,2254,2170,2119,2246,,,8789
875,2254,2170,2119,2246,,,8789
876,2254,2170,2119,2246,,,8789
877,2254,2170,2119,2246,,,8789
878,2254,2170,2119,2246,,,8789
879,2254,2170,2119,2246,,,8789
880,2254,2170,2119,2246,,,8789
881,2254,2170,2119,2246,,,8789
882,2254,2170,2119,2246,,,8789
883,2254,2170,2119,2246,,,8789
884,2254,2170,2119,2246,,,8789
885,2254,2170,2119,2246,,,8789
886,2254,2170,2119,2246,,,8789
887,2254,2170,2119,2246,,,8789
888,2254,2170,2119,2246,,,8789
889,2254,2170,2119,2246,,,8789
890,2254,2170,2119,2246,,,8789
891,2254,2170,2119,2246,,,8789
892,2254,2170,2119,2246,,,8789
893,2254,2170,2119,2246,,,8789
894,2254,2170,2119,2246,,,8789
895,2254,2170,2119,2246,,,8789
896,2254,2170,2119,2246,,,8789
897,2254,2170,2119,2246,,,8789
898,2254,2170,2119,2246,,,8789
899,2254,2170,2119,2246,,,8789
900,2254,2170,2119,2246,,,8789
901,2250,2170,2119,2246,,,8785
902,2250,2170,2119,2246,,,8785
903,2250,2170,2119,2246,,,8785
904,2250,2170,2119,2246,,,8785
905,2250,2170,2119,2246,,,8785
906,2250,2170,2119,2246,,,8785
907,2250,2170,2119,2246,,,8785
908,2250,2170,2119,2246,,,8785
909,2250,2170,2119,2246,,,8785
910,2250,2170,2119,2246,,,8785
911,2250,2170,2119,2246,,,8785
912,2250,2170,2119,2246,,,8785
913,2250,2170,2119,2246,,,8785
914,2250,2170,2119,2246,,,8785
915,2250,2170,2119,2246,,,8785
916,2250,2170,2119,2246,,,8785
917,2250,2170,2119,2246,,,8785
918,2250,2170,2119,2246,,,8785
919,2250,2170,2119,2246,,,8785
920,2250,2170,2119,2246,,,8785
921,2250,2170,2119,2246,,,8785
922,2250,2170,2119,2246,,,8785
923,2250,2170,2119,2246,,,8785
924,2250,2170,2119,2246,,,8785
925,2250,2170,2119,2246,,,8785
926,2250,2170,2119,2246,,,8785
927,2250,2170,2119,2246,,,8785
928,2250,2170,2119,2246,,,8785
929,2250,2170,2119,2246,,,8785
930,2250,2170,2119,2246,,,8785
931,2250,2170,2119,2246,,,8785
932,2250,2170,2119,2246,,,8785
933,2250,2170,2119,2246,,,8785
934,2250,2170,2119,2246,,,8785
935,2250,2170,2119,2246,,,8785
936,2250,2170,2119,2246,,,8785
937,2250,2170,2119,2246,,,8785
938,2250,2170,2119,2246,,,8785
939,2250,2170,2119,2246,,,8785
940,2250,2170,2119,2246,,,8785
941,2250,2170,2119,2246,,,8785
942,2250,2170,2119,2246,,,8785
943,2250,2170,2119,2246,,,8785
944,2250,2170,2119,2246,,,8785
945,2250,2170,2119,2246,,,8785
946,2250,2170,2119,2246,,,8785
947,2250,2170,2119,2246,,,8785
948,2250,2170,2119,2246,,,8785
949,2250,2170,2119,2246,,,8785
950,2250,2170,2119,2246,,,8785
951,2250,2170,2119,2246,,,8785
952,2250,2170,2119,2246,,,8785
953,2250,2170,2119,2246,,,8785
954,2250,2170,2119,2246,,,8785
955,2250,2170,2119,2246,,,8785
956,2250,2170,2119,2246,,,8785
957,2250,2170,2119,2246,,,8785
958,2250,2170,2119,2246,,,8785
959,2250,2170,2119,2246,,,8785
960,2239,2170,2119,2246,,,8774
961,2239,2170,2119,2246,,,8774
962,2239,2170,2119,2246,,,8774
963,2239,2170,2119,2246,,,8774
964,2239,2170,2119,2246,,,8774
965,2239,2170,2119,2246,,,8774
966,2239,2170,2119,2246,,,8774
967,2239,2170,2119,2246,,,8774
968,2239,2170,2119,2246,,,8774
969,2239,2170,2119,2246,,,8774
970,2239,2170,2119,2246,,,8774
971,2239,2170,2119,2246,,,8774
972,2239,2170,2119,2246,,,8774
973,2239,2170,2119,2246,,,8774
974,2239,2170,2119,2246,,,8774
975,2239,2170,2119,2246,,,8774
976,2239,2170,2119,2246,,,8774
977,2239,2170,2119,2246,,,8774
978,2239,2170,2119,2246,,,8774
979,2239,2170,2119,2246,,,8774
980,2239,2170,2119,2246,,,8774
981,2239,2170,2119,2246,,,8774
982,2239,2170,2119,2246,,,8774
983,2239,2170,2119,2246,,,8774
984,2239,2170,2119,2246,,,8774
985,2239,2170,2119,2246,,,8774
986,2239,2170,2119,2246,,,8774
987,2239,2170,2119,2246,,,8774
988,2239,2170,2119,2246,,,8774
989,2239,2170,2119,2246,,,8774
990,2239,2170,2119,2246,,,8774
991,2239,2170,2119,2246,,,8774
992,2239,2170,2119,2246,,,8774
993,2239,2170,2119,2246,,,8774
994,2239,2170,2119,2246,,,8774
995,2239,2170,2119,2246,,,8774
996,2239,2170,2119,2246,,,8774
997,2239,2170,2119,2246,,,8774
998,2239,2170,2119,2246,,,8774
999,2239,2170,2119,2246,,,8774
1000,2239,2170,2119,2246,,,8774
